id,category,color,label_text,name,shape
be21b7be-8054-4044-966d-2d1eba20339f,cosmetics,#859270,"flaschenkörper aus 
100% recyceltem plastik
garnier
fructis
blut-
orange
vitamine
& kraft
kräftigendes shampoo
dünnes, zu haarbruch neigendes haar?
vitamin c
+ biotin
stärkeres haar",Garnier Fructis Vitamine & Kraft Kräftigendes Shampoo,"POLYGON((-0.2812159243788398 -0.9031694713222478, -0.27151687271298464 -0.9268782642832271, -0.1626719595739433 -0.9796842122417719, -0.008564805327577816 -0.9839949018710409, 0.16278510743586352 -0.9516647296515236, 0.2759407102041738 -0.8783830059539512, 0.3028825203871049 -0.8266547304027236, 0.2974941583505187 -0.640217403936841, 0.2910281239066152 -0.32014869896362036, 0.2845620894627118 0.00961905767545542, 0.2824067446480773 0.43206664134381395, 0.2824067446480773 0.5861737955901795, 0.27270769298222214 0.6443681055853104, 0.2619309689090497 0.8221840527926552, 0.25762027927978076 0.8857667248243725, 0.25330958965051176 0.9256406038951104, 0.10028010781146354 0.9784465518536551, -0.07753583939588125 1, -0.17668170086906743 0.9870679311121932, -0.25642945901054326 0.9730581898170689, -0.27690523474957085 0.946116379634138, -0.2801382519715226 0.7435139670584966, -0.2801382519715226 0.6034165541072553, -0.2801382519715226 0.23161957358280708, -0.2812159243788398 -0.211303785824579, -0.2790605795642053 -0.604654214495372, -0.2801382519715226 -0.9031694713222478, -0.2812159243788398 -0.9031694713222478))"
592fd15a-dde4-4c02-942d-5de02c453605,cosmetics,#868382,"100%
klimaneutralisiert
durch kompensation der co2
emissionen mit zertifizierten 
aufforstungsprojekten
nivea
men
fresh
ocean
24h fresh effect
frische +
meeresmineralien
pflegedusche
3 in 1
körper, gesicht & haar
99% biologisch abbaubare formel",Nivea Men Fresh Ocean Firsche + Meeresmineralien Pflegedusche,"POLYGON((-0.3133915381737922 -0.896704497082537, -0.2948306269034594 -0.9427032757254697, -0.26819975421124287 -0.9531942252405246, -0.18750013999240478 -0.9749831203871769, -0.05918775338445234 -0.9935440310676584, 0.03361680296721142 -1.0, 0.191788046836134 -0.9862810660187744, 0.24908477293150905 -0.9765971126202622, 0.2894345800409281 -0.9644921708721219, 0.3160654527331446 -0.9378612990262136, 0.32736339872378195 -0.9096164349472199, 0.35157328298943336 -0.6876925028979833, 0.3652922174066357 -0.532749248521789, 0.37578316725508476 -0.3705430290967105, 0.38143214025040334 -0.28984341744244263, 0.3838531286769686 -0.22689772035211356, 0.37820415568164983 -0.2059158213220041, 0.3749761711128963 -0.18251293394226623, 0.37820415568164983 -0.15184708151364454, 0.38546712096134533 -0.125216209667736, 0.38950210167228716 -0.1026203184045411, 0.38143214025040334 -0.07356845820900462, 0.3790111518238383 -0.049358574712724264, 0.3862741171035336 -0.021113710633730517, 0.39595807080979417 0.008745145678348568, 0.3943440785254174 0.0321480330580862, 0.3911160939566639 0.06362088160325073, 0.3919230900988524 0.0926727417987871, 0.3951510746676059 0.12011060976123823, 0.404028032231678 0.1451274893740613, 0.40644902065824323 0.16933737287034167, 0.4008000476629245 0.20242421364859142, 0.4008000476629245 0.25084398064115215, 0.4032210360894897 0.283930821419402, 0.4120979936535618 0.3089477010322251, 0.4153259782223153 0.33154359229542013, 0.4209749512176341 0.41305020006623056, 0.4242029357863876 0.47357490880693154, 0.4217819473598224 0.5082757418182667, 0.42743092035514113 0.5833263806567358, 0.4306589049238947 0.6591840156117477, 0.4306589049238947 0.7067967864877657, 0.4258169280707644 0.7374626389163874, 0.42662392421295264 0.7802334330931494, 0.4330798933504597 0.7923383748412897, 0.4330798933504597 0.8294601962022529, 0.43146590106608296 0.8456001185331065, 0.3862741171035336 0.8698100020293869, 0.31929343730189813 0.8770729670782709, 0.2135769426752203 0.8883709127098685, 0.1215793824657449 0.884335932127155, -0.01722395399065655 0.884335932127155, -0.15602729044705801 0.8859499243602403, -0.2859536693393872 0.8859499243602403, -0.3876351832551232 0.8770729670782709, -0.43928293635517945 0.8601260486308747, -0.4457389054926865 0.8294601962022529, -0.44493190935049814 0.7947593631909177, -0.43605495178642595 0.7697424835780946, -0.43201997107548407 0.7277786855178754, -0.44170392478174464 0.7051827942546803, -0.44008993249736783 0.6737099457095158, -0.4304059787911073 0.5058547534686386, -0.42314301351141187 0.33719256511121887, -0.41910803280046993 0.31136868938185314, -0.4102310752363978 0.2863518097690301, -0.4053890983832675 0.25487896122386555, -0.40619609452545585 0.21937113209598771, -0.4053890983832675 0.18709128743428058, -0.4094240790942094 0.16449539617108555, -0.4045821022410791 0.14593448549060392, -0.3989331292457605 0.11284764471235417, -0.39731913696138377 0.07895380781756157, -0.39651214081919534 0.04263898257314104, -0.3989331292457605 0.029727044708458255, -0.3916701639660651 -0.00900876888559034, -0.3876351832551232 -0.04855157859618166, -0.3868281871129348 -0.09293636500602886, -0.3876351832551232 -0.10988328345342516, -0.3795652218332394 -0.13812814753241892, -0.3819862102598045 -0.16072403879561406, -0.3795652218332394 -0.19058289510769302, -0.38037221797542775 -0.2155997747205161, -0.3795652218332394 -0.24384463879950985, -0.3739162488379207 -0.29065041355898535, -0.3706882642691672 -0.3657010523974544, -0.36503929127384854 -0.4278397533712407, -0.3537413452832112 -0.5295212640556183, -0.3456713838613274 -0.6303957786234531, -0.3327594455863133 -0.7595151572702816, -0.32226849573786437 -0.8531267067892324, -0.31419853431598055 -0.8942835087329091, -0.3133915381737922 -0.896704497082537))"
fa49402a-83d8-4e53-b165-1ffc264e80c8,cosmetics,#9c928d,"Balea
Deodorant
Soft Flower
0%
Aluminium(ACH)
mit Glockenblumen-
& Hortensien-Duft
24h

Rezeptur Ohne
Mikro-
plastik",Balea Deodorant Soft Flower,"POLYGON((0.11296881969741292 0.9176701104226641, -0.06653911301338444 0.9103730399872658, -0.18621106815391597 0.8622123751136372, -0.26064118659497826 0.7658910453663801, -0.34090896138435917 0.6155713943971758, -0.3832319699096691 0.4579546729925733, -0.39928552486754526 0.3222291628941656, -0.396366696693386 0.13104591748673097, -0.358421930429315 -0.05138084339822562, -0.33799013321019983 -0.1754310407999962, -0.34820603181975746 -0.32137244950796146, -0.3540436881680761 -0.4176937792552186, -0.34382778955851845 -0.5475816330053077, -0.33653071912312027 -0.6599565177104408, -0.3117206796427661 -0.7431431206739813, -0.25042528798542074 -0.8642744899015924, -0.1818328258926769 -0.9474610928651326, 0.007891005427677981 -1, 0.09983409291369612 -0.9591364055617698, 0.2034524930963515 -0.8453021067695569, 0.30123323693068826 -0.689144799452034, 0.3333403468464406 -0.46585444412884713, 0.3202056200627238 -0.2878059255051293, 0.3450156595430778 -0.08786619557521687, 0.4121487075487418 0.16607185557664267, 0.4194457779841401 0.4200099067285023, 0.3712851131105116 0.577626628133105, 0.3231244482368829 0.7425404199731057, 0.2384784311862632 0.8622123751136372, 0.1144282337844926 0.9176701104226641, 0.11296881969741292 0.9176701104226641))"
01c9f1bd-833c-4cdb-b3e0-604823490ccb,cosmetics,#9d948b,"Dove
LIMITED EDITION
winter care
moisturising cream
jasmine & powder scent
0% alcohol 48h anti perspirant/anti-transpirant",Dove Limited Edition Winter Care Moisturising Cream,"POLYGON((0.05055917635765288 0.9966378299986319, -0.11250606870870045 0.9193079199671653, -0.21505225375042789 0.7327074848912352, -0.28733890877984225 0.4502852047763139, -0.34113362880173204 0.13592230964839547, -0.369712073813361 -0.21710554049525607, -0.38988509382156955 -0.4457331005882877, -0.3461768838037842 -0.6121605156560092, -0.26044154876889736 -0.8004420357326234, -0.1847927237381148 -0.884496285766826, -0.07047894369159916 -0.9366099207880318, 0.048878091356968786 -0.9265234107839276, 0.13965668139390788 -0.8609610957572493, 0.2153055064246903 -0.7449662307100494, 0.3010408414595771 -0.5398738606265948, 0.3363436264739423 -0.3768086155602415, 0.3548355614814669 -0.040591615423430295, 0.35651664648215087 0.28553887470927647, 0.3245760314691538 0.5982206848365107, 0.26237588644384396 0.788183289913809, 0.1867270614130613 0.9310755149719536, 0.05055917635765288 1, 0.05055917635765288 0.9966378299986319))"
05f709bb-1d28-45be-a927-44df7c386605,cosmetics,#988777,"pantene
pro-v
vitaglour
volumen pur
für feines,
plattes haar
active pro-v complex
schützt ohne silikone
shampoo",Pantene Pro-V VitaGlour Volumen Pur Shampoo,"POLYGON((0.05666417017541495 0.9935831094565282, -0.11145836206354708 0.9717656816087239, -0.16022673019393302 0.9268474478044211, -0.2192621231938739 0.9178638010435606, -0.23594603860690064 0.7048230350002956, -0.26931386943295416 0.6663216917394646, -0.2770141380851204 0.17735463232691098, -0.2628969788894823 -0.20637542217270466, -0.25391333212862177 -0.655557760215733, -0.23081252617212317 -0.910950003845912, -0.013921625802775216 -0.9597183719762978, 0.14136712534924314 -0.9289172973676331, 0.23762048350132065 -0.8775821730198584, 0.26457142378390236 -0.8069963770416683, 0.27612182676215163 -0.5054025214984921, 0.2748384486534573 -0.26027730273786803, 0.2709883143273742 0.2030221945007983, 0.24147061782740376 0.6021527863047463, 0.25302102080565303 0.6753053385003253, 0.22221994619698826 0.7035396568916013, 0.20938616511004457 0.9037466418479225, 0.16061779697965864 0.9011798856305338, 0.15933441887096428 0.951231631869614, 0.09644889154494031 0.9845994626956676, 0.04639714530586002 1, 0.05666417017541495 0.9935831094565282))"
6656faee-0bd6-4d37-9231-40d2b94212f8,cosmetics,#8f867a,"vorteilsgrösse
loreal
paris
elvital
tonerde
absolue
100%
recyceltes
plastik*
klärendes
pflegeshampoo
mit ausgewählten tonerden
bis zu 72 stunden frischer
luftig reiner ansatz
fettiger ansatz,
trockene spitzen",Loreal Paris Elvital Tonerde Absolue,"POLYGON((-0.24046630901331975 -0.8933096163791692, -0.2159563560193451 -0.9509800940120506, -0.13233416345166685 -0.998558238059178, 0.05509488885519817 -1, 0.18629522547000368 -0.9769318089468474, 0.24108217922124114 -0.9423295223671184, 0.27856798968261415 -0.6957882304865498, 0.29586913297247863 -0.46510631995502366, 0.30596146655823286 -0.1897297892580143, 0.32614613372974144 0.1490842668351648, 0.33335494343385164 0.5124082759223185, 0.3362384673154957 0.7430901864538447, 0.3362384673154957 0.8440135223113874, 0.19350403517411388 0.8858246185952265, 0.05653665079602021 0.8915916663585147, -0.07898897164125142 0.8930334282993367, -0.2303739754275655 0.8915916663585147, -0.2577674523031842 0.8598729036604298, -0.3399478829300404 0.8396882364889213, -0.3543655023382608 0.6767691371760309, -0.3356225971075743 0.3595815101951824, -0.324088501580998 0.11880726607790197, -0.3024620724686674 -0.19405507508048042, -0.2808356433563368 -0.5328691311736595, -0.2592092142440062 -0.7649928036460077, -0.2419080709541418 -0.887542568615881, -0.24046630901331975 -0.8933096163791692))"
4308d202-b7a8-49ac-8643-93955f58aa96,cosmetics,#9e9b95,"klinisch
ph wert
5,5
geprüft
seba med
wellness
dusche
mit wasserlilienextrakt
öko test
sebamed
wellness dusche
gut
ausgabe 07/2020
medizinische hautpflege",Seba Med Wellness Dusche mit Wasserlilienextrakt,"POLYGON((-0.48362870956349646 -0.7809237279903603, -0.45848202980130387 -0.8222361291439441, -0.36957055492783697 -0.8581599562340169, -0.19533998800407365 -0.881510443842564, 0.006731545799260169 -0.8895933049378306, 0.15132495443186791 -0.8851028265515715, 0.3183707557092905 -0.857261860556765, 0.42973462322757217 -0.8204399377894404, 0.479129887046165 -0.786312302053871, 0.4926013226330538 -0.7512865706410501, 0.5132575238662836 -0.3929463954175738, 0.52583086374738 -0.07951100405668829, 0.5446908735690243 0.2222491434999234, 0.5509775435095726 0.4234225752043311, 0.5330156293937207 0.43869020171761214, 0.3866260293495276 0.533888343506305, 0.33812886123672764 0.5563407354376005, 0.3273517127672165 0.7314693925017055, 0.3309440955903869 0.9119866236293215, 0.2842431188891719 0.9577895031691643, 0.13336304031601603 0.99012094755023, -0.05344086648884368 1.0, -0.2285695291183996 0.9910190432274818, -0.32286957822662204 0.959585694523668, -0.3300543438729628 0.9407256853013798, -0.3291562481671702 0.5671178835646224, -0.5429030261458077 0.43689401036310843, -0.5473935046747707 0.4108492357228057, -0.5357182604994669 0.09561765300741668, -0.5114696764430668 -0.3453473245232272, -0.48362870956349646 -0.7800256323131084, -0.48362870956349646 -0.7809237279903603))"
559a3f06-1408-4a31-a42b-3d3c977afb1a,cosmetics,#776e5d,"men
recona
motionsense
sport
defence
48 h
dry protection
anti-transpirant
0% alcohol",Men Rexona MotionSense Sport Defence,"POLYGON((-0.230756397740664 -0.8960756318417012, -0.20997152410900427 -0.9408430519714299, -0.15880875824645718 -0.9664244349027035, -0.10444831951750093 -0.9904069814007724, 0.009069067240025382 -1.0, 0.11139459896511952 -0.9872093085343633, 0.20572594852419068 -0.9504360705706575, 0.25528987795353314 -0.9136628326069518, 0.25528987795353314 -0.8896802861088828, 0.26168522368635155 -0.4164247018803225, 0.2600863872531469 -0.016715593579173484, 0.2712782422855791 0.48052253714745585, 0.2712782422855791 0.5732550502733225, 0.2712782422855791 0.7507258943590326, 0.25369104152032856 0.8050863330879888, 0.21212129425700907 0.824272370286444, 0.19453409349175851 0.8402607346184899, 0.18653991132573552 0.8978188462138554, 0.1593596919612574 0.9393885934771748, 0.1257841268639609 0.9729641585744714, 0.08741205246705058 0.9777606678740852, 0.047441141636935684 0.9601734671088347, 0.007470230806820786 0.9665688128416531, -0.0372971893229079 0.9633711399752438, -0.06447740868738604 0.9617723035420392, -0.12683202958236528 0.9777606678740852, -0.1540122489468434 0.9729641585744714, -0.20357617837618588 0.9377897570439703, -0.22436105200784562 0.907411864813083, -0.24194825277309617 0.8514525896509221, -0.25473894423873295 0.8194758609868302, -0.2771226543035973 0.8050863330879888, -0.2835180000364157 0.7667142586910786, -0.28191916360321106 0.7155514928285315, -0.28511683646962027 0.6372085076015063, -0.2771226543035973 0.590842251038573, -0.2803203271700065 0.5572666859412765, -0.2707273085707789 0.21351685280228833, -0.2563377806719375 -0.24215153066102152, -0.24514592563950538 -0.3492735716857294, -0.238750579906687 -0.7345931520880371, -0.2355529070402778 -0.8896802861088828, -0.230756397740664 -0.8960756318417012))"
43a49f1e-957d-4456-b954-af937980203a,cosmetics,#9c9182,"klinisch getestet
odol med 3
stärkt den zahnschmelz hilft das zahnfleisch zu schützen erfrischt den atem
extra white
3 in 1 schutz
24h schutz",Odol Med 3 extra white,"POLYGON((-0.10841535234475838 -0.7795577379685683, -0.0928713466886959 -0.8106457492806932, -0.08156661530246863 -0.9674988972645966, -0.03776078118083796 -0.9929345428836079, 0.023002150020133606 -1.0, 0.07811271552799154 -0.9901083600370512, 0.11344000110995175 -0.9802167200741023, 0.15865892665486084 -0.9590203487249261, 0.18550766369715058 -0.9349977945291932, 0.1883338465437074 -0.7837970122384035, 0.21235640073944034 -0.6382485956407274, 0.2208349492791108 -0.5704202073233638, 0.21518258358599718 -0.4390027049584718, 0.2052909436230483 -0.2694317341650628, 0.1883338465437074 -0.07018584348280718, 0.18126838942731535 0.25058590960139154, 0.18268148085059377 0.4385270688974199, 0.19116002939026422 0.5967933083046016, 0.21235640073944034 0.7790821019075164, 0.21094330931616195 0.8454973988016016, -0.28505178025455946 0.8412581245317663, -0.2949434202175083 0.791799924717022, -0.276573231714889 0.7267977192462153, -0.2709208660217754 0.6688609708918005, -0.25255067751915605 0.5883147597649312, -0.24265903755620719 0.5134209143311755, -0.19885320343457655 0.1714527898978007, -0.18048301493195723 -0.09703458052509695, -0.17200446639228678 -0.4404157963817502, -0.15080809504311066 -0.6269438642545001, -0.1098284437680368 -0.7724922808521762, -0.10841535234475838 -0.7795577379685683))"
0cc1ea88-69e8-4f86-b1e4-88bc16c04efc,cosmetics,#9b9797,"100%
klimaneutralisiert
durch kompensation der co2
emissionen mit zertifizierten
aufforstungsprojekten
nivea
men
sensitive
beruhigend +
bambusextrakt
pflegedusche
körper, gesicht & haar
für empfindliche haut
3 in 1
99% biologisch abbaubare formel",Nivea Men Sensitive Beruhigend + Bambusextrakt Pflegedusche,"POLYGON((-0.35002275502693647 -0.8957718179390892, -0.33412354030899066 -0.9372864328277571, -0.3067415594058618 -0.9593686747898145, -0.2307786446423429 -0.9841007857873185, -0.1177175622036172 -0.9991167103215176, -0.019672404776284715 -1.0, 0.0942719673689936 -0.9991167103215176, 0.1746513306652752 -0.9832174961088362, 0.22941529247153297 -0.9708514406100841, 0.27622964691881785 -0.9478859089695445, 0.3000784689957366 -0.9099044527948059, 0.3301103190185231 -0.6775992673539626, 0.3583755896282044 -0.4143789431662392, 0.36809177640028257 -0.2942515468926472, 0.37604138375925533 -0.2244716622925458, 0.3698583558133876 -0.176774019654502, 0.376924673465808 -0.14320901187217497, 0.3839909911182284 -0.12112676991011762, 0.3857575705313334 -0.10346097634047174, 0.38310770141167566 -0.07519570662903825, 0.38664086023788585 -0.039864119489746504, 0.3945904675968589 -0.006299111707419322, 0.3981236264230691 0.021082868325531703, 0.39547375730341133 0.05376458642937667, 0.3945904675968589 0.08909617356866842, 0.4051899440754894 0.13237736781430073, 0.4131395514344622 0.16859224463207484, 0.4104896823148047 0.21010685952074262, 0.4149061308475673 0.27370371637146773, 0.429038766152408 0.3125684622246887, 0.4343385043917233 0.3567329461488034, 0.44317140145724876 0.4901096875996297, 0.4458212705769065 0.6014041870883987, 0.45642074705553703 0.6959161826860042, 0.448471139696564 0.716231845291097, 0.4475878499900116 0.7603963292152117, 0.45112100881622175 0.7718790950354815, 0.45907061617519457 0.7930780473190565, 0.4617204852948523 0.8284096344583483, 0.45642074705553703 0.8469587177064765, 0.42020586908688257 0.8566749041697816, 0.3636753278675197 0.8681576699900515, 0.2691633292663975 0.8778738564533567, 0.17023488213251245 0.8858234635596973, 0.04215787468239344 0.8920064913090735, -0.09033558130048831 0.8981895190584496, -0.21046298139163444 0.9052558364863079, -0.3208741947107025 0.9043725468078255, -0.39330395064801116 0.8946563603445202, -0.4118530344856146 0.8504918764204056, -0.4100864550725095 0.818693447995043, -0.4047867168331943 0.803677523460844, -0.399486978593879 0.7444971150025304, -0.4118530344856146 0.7356642182177074, -0.4100864550725095 0.6756005200809114, -0.40920316536595697 0.5342741715237445, -0.40920316536595697 0.3682157119690732, -0.3977203991807739 0.32405122804495856, -0.3941872403545637 0.27988674412084386, -0.3941872403545637 0.24278857762458744, -0.4012535580069841 0.21275672855618952, -0.40037026830043154 0.1862580382017207, -0.39507053006111625 0.15622618913332265, -0.3871209227021434 0.10941183617376106, -0.389770791821801 0.08026327678384547, -0.39330395064801116 0.0625974832141996, -0.39507053006111625 0.04316511028758904, -0.39242066094145867 0.02284944768249639, -0.38270447416938064 0.014016550897673329, -0.380054605049723 -0.019548456884653728, -0.3818211844628281 -0.05311346466698091, -0.3871209227021434 -0.07696228598600281, -0.38447105358248573 -0.0999278176265425, -0.37917131534317045 -0.12819308733797585, -0.3765214462235128 -0.15380848801396246, -0.37917131534317045 -0.17942388868994905, -0.3835877638759332 -0.20503928936593552, -0.38623763299559083 -0.2871852294647887, -0.370338418277645 -0.6140024105032376, -0.35002275502693647 -0.8922386592251601, -0.35002275502693647 -0.8957718179390892))"
1dd9beaf-6e7a-4750-a1bf-e398008c3f94,cosmetics,#978b7a,"pantene
pro-v
vitaglour
glatt
& seidig
für widerspenstiges
haar
active smart pro-v
dringt tief in das haar ein
shampoo",Pantene Pro-V VitaGlour Glatt&Seidig Shampoo,"POLYGON((-0.2456270375476939 -0.9045196203118092, -0.17117224771492487 -0.9645910965633145, -0.023108745206577345 -0.9815126391693724, 0.09957244258605347 -0.9722057907360405, 0.23325263342216151 -0.927363702829987, 0.29755449736864387 -0.8605236095360587, 0.3093995775693117 -0.6701562552179081, 0.30770742325493056 -0.3841821851755307, 0.30009272884021543 -0.12528258330284586, 0.2924780344255005 0.14038563561226214, 0.2814790313820233 0.4018234688758555, 0.2654035653954027 0.6674916877909636, 0.25186633088035376 0.6945661559606562, 0.24255948215125764 0.9246991354030426, 0.18671838977668087 0.9238530582727398, 0.16979684663286973 0.9627726062666727, 0.10295675121481569 0.9949235372181826, 0.03527057863957111 1, -0.051875368551056296 1, -0.13563700711292148 0.9847706116545479, -0.1906320223303077 0.9543118349636438, -0.20586141115973772 0.9314677524454658, -0.26847112079183894 0.92977559818486, -0.2870848182500312 0.6996426187424735, -0.3014681299222706 0.6581848393576318, -0.30654459286541397 0.28337267063345073, -0.2980838212935084 0.017704451718342746, -0.2870848182500312 -0.29280585510281854, -0.27862404667812557 -0.5973936220118594, -0.24647311470488448 -0.9002892346602948, -0.2456270375476939 -0.9045196203118092))"
